Name,Overall,Potential,Value,Wage,AbilityScore,CostScore,Cluster
 Fachendinho,62,64,350000.0,4000.0,63.0,177000.0,0
 D. Lukebakio,67,80,1200000.0,10000.0,73.5,605000.0,1
 T. O'Sullivan,59,70,275000.0,2000.0,64.5,138500.0,0
 M. Preston,66,74,800000.0,3000.0,70.0,401500.0,3
 M. Pascali,64,64,130000.0,2000.0,64.0,66000.0,0
 D. Connolly,63,71,500000.0,1000.0,67.0,250500.0,3
 Remeseiro,60,65,250000.0,2000.0,62.5,126000.0,0
 A. Belaïd,65,66,475000.0,4000.0,65.5,239500.0,3
 K. Abrahams,58,67,190000.0,2000.0,62.5,96000.0,0
 S. Fischer,68,68,700000.0,6000.0,68.0,353000.0,3
 Enzo Marteiro,56,56,80000.0,5000.0,56.0,42500.0,0
 M. Cassierra,68,77,1200000.0,7000.0,72.5,603500.0,3
 M. Rask,69,69,450000.0,9000.0,69.0,229500.0,3
 P. Abbott,62,62,150000.0,2000.0,62.0,76000.0,0
 E. Farias,68,68,875000.0,2000.0,68.0,438500.0,3
 E. Granat,58,65,190000.0,1000.0,61.5,95500.0,0
 Tomi,63,63,300000.0,5000.0,63.0,152500.0,0
 U. Türker,57,72,230000.0,2000.0,64.5,116000.0,0
 R. Murray,60,63,240000.0,500.0,61.5,120250.0,0
 N. Nyauza,65,66,500000.0,500.0,65.5,250250.0,3
 M. Ledger,63,76,500000.0,1000.0,69.5,250500.0,3
 Dealbert,68,68,375000.0,6000.0,68.0,190500.0,3
 A. Al Khaibari,65,67,525000.0,10000.0,66.0,267500.0,3
 M. Villalobos,66,66,250000.0,2000.0,66.0,126000.0,3
 Jeong YeongChong,60,63,240000.0,1000.0,61.5,120500.0,0
 L. Dunk,75,80,4700000.0,40000.0,77.5,2370000.0,1
 Betinho,66,72,875000.0,3000.0,69.0,439000.0,3
 M. Navarrete,66,68,650000.0,1000.0,67.0,325500.0,3
 Gilson Costa,63,73,425000.0,1000.0,68.0,213000.0,3
 O. Oularé,69,78,1600000.0,7000.0,73.5,803500.0,1
 S. Deliktaş,65,65,525000.0,9000.0,65.0,267000.0,3
 Juanma,63,69,475000.0,5000.0,66.0,240000.0,3
 C. Rojas,63,63,240000.0,1000.0,63.0,120500.0,0
 N. Sakai,57,60,130000.0,1000.0,58.5,65500.0,0
 R. Oxford,66,85,1100000.0,4000.0,75.5,552000.0,1
 D. Shcherbak,60,70,275000.0,3000.0,65.0,139000.0,3
 K. Sobieraj,67,67,220000.0,4000.0,67.0,112000.0,3
 F. Fontanini,71,72,1600000.0,6000.0,71.5,803000.0,3
 O. Lund,61,62,220000.0,3000.0,61.5,111500.0,0
 E. Konsa,61,80,400000.0,2000.0,70.5,201000.0,3
 Edison Tarabai,65,65,500000.0,5000.0,65.0,252500.0,3
 Teo Castrofeito,61,61,230000.0,4000.0,61.0,117000.0,0
 Juan Esnáider,64,69,600000.0,4000.0,66.5,302000.0,3
 J. Tavares,71,71,1700000.0,15000.0,71.0,857500.0,3
 N. Pelaitay,61,67,275000.0,2000.0,64.0,138500.0,0
 Y. Songo'o,60,64,210000.0,3000.0,62.0,106500.0,0
 J. Hoogma,70,83,2000000.0,4000.0,76.5,1002000.0,1
 D. Sorgić,60,60,200000.0,3000.0,60.0,101500.0,0
 M. Egho,61,67,325000.0,4000.0,64.0,164500.0,0
 J. Untersee,64,71,525000.0,2000.0,67.5,263500.0,3
 Juli Morrinhos,64,64,425000.0,10000.0,64.0,217500.0,0
 A. Al Shoulla,63,63,325000.0,4000.0,63.0,164500.0,0
 C. Bassogog,65,72,0.0,0.0,68.5,0.0,3
 G. Alucema,63,69,400000.0,1000.0,66.0,200500.0,3
 V. Ilyin,64,71,625000.0,9000.0,67.5,317000.0,3
 Y. Kaabi,60,60,140000.0,3000.0,60.0,71500.0,0
 A. Basuljevic,56,66,160000.0,2000.0,61.0,81000.0,0
 J. Donacien,62,67,325000.0,3000.0,64.5,164000.0,0
 D. Oldaker,60,70,240000.0,2000.0,65.0,121000.0,3
 C. Porter,62,65,375000.0,2000.0,63.5,188500.0,0
 Jon Bautista,68,79,1500000.0,15000.0,73.5,757500.0,1
 H. Robstad,61,63,220000.0,1000.0,62.0,110500.0,0
 T. Elphick,72,72,1700000.0,30000.0,72.0,865000.0,3
 H. Abe,64,81,850000.0,3000.0,72.5,426500.0,3
 T. Kadewere,61,69,350000.0,2000.0,65.0,176000.0,3
 P. Aranguiz,62,76,625000.0,1000.0,69.0,313000.0,3
 G. Morrissey,60,65,250000.0,1000.0,62.5,125500.0,0
 M. Holzmann,58,58,140000.0,3000.0,58.0,71500.0,0
 Kwak Tae Hwi,64,64,130000.0,3000.0,64.0,66500.0,0
 B. Kwiecień,57,65,150000.0,1000.0,61.0,75500.0,0
 F. Reynero,65,65,550000.0,2000.0,65.0,276000.0,3
 A. Jackson-Hamel,67,74,1000000.0,6000.0,70.5,503000.0,3
 D. Mendoza,65,72,750000.0,4000.0,68.5,377000.0,3
 L. Orejuela,66,77,925000.0,1000.0,71.5,463000.0,3
 R. Vera,65,65,230000.0,4000.0,65.0,117000.0,3
 K. Steindórsson,61,61,240000.0,2000.0,61.0,121000.0,0
 Kainho Selva,65,65,400000.0,500.0,65.0,200250.0,3
 J. Hayes,57,66,180000.0,2000.0,61.5,91000.0,0
 W. Patching,59,75,300000.0,8000.0,67.0,154000.0,3
 David Navarro,72,72,0.0,6000.0,72.0,3000.0,3
 K. Sheppard,62,63,325000.0,1000.0,62.5,163000.0,0
 D. Holman,62,63,325000.0,3000.0,62.5,164000.0,0
 H. Dean,71,75,1800000.0,20000.0,73.0,910000.0,1
 N. Zaytsev,69,71,975000.0,10000.0,70.0,492500.0,3
 J. Hernandez,66,66,350000.0,3000.0,66.0,176500.0,3
 R. Noble-Lazarus,62,67,375000.0,2000.0,64.5,188500.0,0
 A. Iniestra,57,67,190000.0,3000.0,62.0,96500.0,0
 P. Doody,63,66,350000.0,2000.0,64.5,176000.0,0
 F. Antonucci,61,81,425000.0,5000.0,71.0,215000.0,3
 J. Sims,63,79,675000.0,7000.0,71.0,341000.0,3
 K. Morisaki,65,65,90000.0,3000.0,65.0,46500.0,3
 G. Comi,66,71,850000.0,2000.0,68.5,426000.0,3
 S. Mitrović,73,75,2900000.0,15000.0,74.0,1457500.0,1
 J. McBean,63,73,550000.0,2000.0,68.0,276000.0,3
 C. Magnay,60,60,150000.0,2000.0,60.0,76000.0,0
 F. Escobar,65,71,625000.0,2000.0,68.0,313500.0,3
 F. Torijano,71,72,1500000.0,2000.0,71.5,751000.0,3
 N. Burdisso,77,77,1200000.0,20000.0,77.0,610000.0,1
 J. Sinclair,59,73,325000.0,2000.0,66.0,163500.0,3
 A. Hanche-Olsen,65,73,600000.0,1000.0,69.0,300500.0,3
 A. Machuca,67,69,725000.0,4000.0,68.0,364500.0,3
 S. Hutchinson,69,71,1000000.0,8000.0,70.0,504000.0,3
 A. O'Neill,62,76,525000.0,1000.0,69.0,263000.0,3
 Maurides,67,74,1000000.0,5000.0,70.5,502500.0,3
 U. Eusepi,65,65,550000.0,2000.0,65.0,276000.0,3
 S. González,64,72,650000.0,4000.0,68.0,327000.0,3
 M. Høibråten,66,75,850000.0,2000.0,70.5,426000.0,3
 D. van der Moot,63,75,550000.0,2000.0,69.0,276000.0,3
 K. Tamás,61,68,275000.0,1000.0,64.5,138000.0,0
 S. Cook,75,80,4500000.0,40000.0,77.5,2270000.0,1
 Estevãtinho,66,66,700000.0,5000.0,66.0,352500.0,3
 B. Diallo,64,65,400000.0,3000.0,64.5,201500.0,0
 O. Othman,72,72,1500000.0,20000.0,72.0,760000.0,3
 S. Boden,59,60,190000.0,2000.0,59.5,96000.0,0
 T. Spinelli,59,65,190000.0,2000.0,62.0,96000.0,0
 M. Aceval,66,66,275000.0,2000.0,66.0,138500.0,3
 I. Gómez,59,72,250000.0,2000.0,65.5,126000.0,3
 S. Gregersen,64,75,650000.0,2000.0,69.5,326000.0,3
 A. Revell,65,65,425000.0,3000.0,65.0,214000.0,3
 C. Höjer Nielsen,57,66,160000.0,2000.0,61.5,81000.0,0
 P. Mystkowski,61,71,300000.0,2000.0,66.0,151000.0,3
 M. Sarr,63,71,425000.0,7000.0,67.0,216000.0,3
 L. Mühl,65,79,975000.0,2000.0,72.0,488500.0,3
 José Amo,63,73,400000.0,2000.0,68.0,201000.0,3
 Mateus Tangil,67,67,625000.0,15000.0,67.0,320000.0,3
 J. Partington,62,63,275000.0,3000.0,62.5,139000.0,0
 Ailtio Coelho,72,72,1700000.0,15000.0,72.0,857500.0,3
 P. Garita,61,72,400000.0,4000.0,66.5,202000.0,3
 K. Kawamata,66,67,725000.0,3000.0,66.5,364000.0,3
 G. Valsvik,70,77,1600000.0,15000.0,73.5,807500.0,1
 Josué Dorrio,63,70,475000.0,4000.0,66.5,239500.0,3
 G. Green,60,65,250000.0,1000.0,62.5,125500.0,0
 D. Goutas,69,74,1200000.0,8000.0,71.5,604000.0,3
 S. Dooley,60,63,240000.0,1000.0,61.5,120500.0,0
 M. Antukh,58,70,220000.0,3000.0,64.0,111500.0,0
 Y. Mbombo,63,70,475000.0,2000.0,66.5,238500.0,3
 O. Bogle,64,71,625000.0,10000.0,67.5,317500.0,3
 Fan Xiaodong,56,56,0.0,0.0,56.0,0.0,0
 O. Al Khalaf,57,70,190000.0,2000.0,63.5,96000.0,0
 N. Ishikawa,55,55,35000.0,2000.0,55.0,18500.0,0
 S. Andersson,68,71,1100000.0,4000.0,69.5,552000.0,3
 F. Eguelfi,60,67,220000.0,500.0,63.5,110250.0,0
 R. Kent,68,83,1700000.0,5000.0,75.5,852500.0,1
 L. Rotpuller,67,68,700000.0,10000.0,67.5,355000.0,3
 H. Wilson,61,79,475000.0,10000.0,70.0,242500.0,3
 J. Mombris,67,67,550000.0,6000.0,67.0,278000.0,3
 J. Bréchet,66,66,0.0,2000.0,66.0,1000.0,3
 Mayoral,63,78,675000.0,2000.0,70.5,338500.0,3
 O. Suárez,57,67,170000.0,4000.0,62.0,87000.0,0
 B. Passi,60,76,325000.0,2000.0,68.0,163500.0,3
 Bruno Uvini,72,76,2300000.0,20000.0,74.0,1160000.0,1
 D. Mihailovic,58,74,250000.0,1000.0,66.0,125500.0,3
 M. Cubillos,67,79,1300000.0,3000.0,73.0,651500.0,3
 M. Valenzuela,60,75,325000.0,2000.0,67.5,163500.0,3
 A. De Sart,61,73,325000.0,2000.0,67.0,163500.0,3
 José Machín,59,71,250000.0,1000.0,65.0,125500.0,3
 R. Cole,57,72,230000.0,3000.0,64.5,116500.0,0
 G. Lemouya,59,75,300000.0,2000.0,67.0,151000.0,3
 Iván Malón,65,65,375000.0,3000.0,65.0,189000.0,3
 T. Dieng,60,63,200000.0,2000.0,61.5,101000.0,0
 P. Mortensen,67,67,775000.0,4000.0,67.0,389500.0,3
 F. Lucioni,69,69,800000.0,4000.0,69.0,402000.0,3
 R. Obst,61,70,300000.0,2000.0,65.5,151000.0,3
 H. Obando,66,73,750000.0,1000.0,69.5,375500.0,3
 Edu Expósito,67,80,1300000.0,8000.0,73.5,654000.0,1
 Z. Gordon,64,68,475000.0,3000.0,66.0,239000.0,3
 L. Mfeka,55,63,130000.0,2000.0,59.0,66000.0,0
 T. Pasher,58,64,180000.0,2000.0,61.0,91000.0,0
 M. Latour,65,77,950000.0,7000.0,71.0,478500.0,3
 J. Huentelaf,64,64,450000.0,2000.0,64.0,226000.0,0
 K. Świderski,61,70,325000.0,2000.0,65.5,163500.0,3
 F. Ugrinic,57,76,220000.0,2000.0,66.5,111000.0,3
 M. Köhlert,61,73,350000.0,5000.0,67.0,177500.0,3
 F. Banguero,66,66,500000.0,2000.0,66.0,251000.0,3
 A. Obinwa,61,71,300000.0,1000.0,66.0,150500.0,3
 N. Lemus,62,62,230000.0,500.0,62.0,115250.0,0
 C. Rentería,64,74,625000.0,500.0,69.0,312750.0,3
 A. Sadiku,65,68,675000.0,3000.0,66.5,339000.0,3
 R. Jaadi,62,69,400000.0,3000.0,65.5,201500.0,3
 D. Markey,59,72,275000.0,500.0,65.5,137750.0,3
 M. Hasah,63,63,210000.0,4000.0,63.0,107000.0,0
 J. Pereyra,59,77,300000.0,2000.0,68.0,151000.0,3
 S. Hendriks,66,72,875000.0,3000.0,69.0,439000.0,3
 M. Schuster,58,67,180000.0,3000.0,62.5,91500.0,0
 M. Petrasso,65,73,775000.0,8000.0,69.0,391500.0,3
 S. Miller,63,63,350000.0,4000.0,63.0,177000.0,0
 N. Brock-Madsen,67,71,975000.0,8000.0,69.0,491500.0,3
 Urko Vera,67,67,700000.0,7000.0,67.0,353500.0,3
 E. Markkanen,66,69,800000.0,4000.0,67.5,402000.0,3
 H. Ascroft,62,69,350000.0,1000.0,65.5,175500.0,3
 E. Flores,62,72,450000.0,3000.0,67.0,226500.0,3
 C. Sinisterra,64,65,500000.0,1000.0,64.5,250500.0,0
 L. Rise,60,60,180000.0,2000.0,60.0,91000.0,0
 M. Borgnino,63,78,650000.0,2000.0,70.5,326000.0,3
 Helder Cuinha,60,60,150000.0,3000.0,60.0,76500.0,0
 F. Raičević,68,75,1200000.0,4000.0,71.5,602000.0,3
 P. Gluhakovic,57,66,160000.0,3000.0,61.5,81500.0,0
 C. Ward,60,66,250000.0,2000.0,63.0,126000.0,0
 A. Batisse,62,69,350000.0,2000.0,65.5,176000.0,3
 J. Dunleavy,62,65,300000.0,1000.0,63.5,150500.0,0
 L. Kjemhus,58,66,200000.0,1000.0,62.0,100500.0,0
 J. Bowery,65,67,675000.0,6000.0,66.0,340500.0,3
 J. Al Bishi,65,65,400000.0,7000.0,65.0,203500.0,3
 Nadson,70,70,875000.0,15000.0,70.0,445000.0,3
 A. Gromov,67,67,750000.0,15000.0,67.0,382500.0,3
 F. Ciampichetti,67,67,725000.0,4000.0,67.0,364500.0,3
 Ailton Gesser,59,59,140000.0,2000.0,59.0,71000.0,0
 S. Kverkvelia,73,78,3300000.0,30000.0,75.5,1665000.0,1
 W. Sasaki,56,66,150000.0,1000.0,61.0,75500.0,0
 N. Robertha,62,72,400000.0,3000.0,67.0,201500.0,3
 H. Okuno,68,68,875000.0,4000.0,68.0,439500.0,3
 Lee Kyung Ryul,67,67,575000.0,4000.0,67.0,289500.0,3
 E. Latte Lath,63,83,650000.0,4000.0,73.0,327000.0,3
 T. Ephestion,60,68,275000.0,2000.0,64.0,138500.0,0
 K. Petersen,68,68,550000.0,9000.0,68.0,279500.0,3
 J. Law,62,62,230000.0,2000.0,62.0,116000.0,0
 C. Kenny,56,57,120000.0,500.0,56.5,60250.0,0
 O. Cissé,66,68,625000.0,3000.0,67.0,314000.0,3
 A. Akinfenwa,64,64,230000.0,7000.0,64.0,118500.0,0
 W. Tesillo,75,76,3900000.0,5000.0,75.5,1952500.0,1
 T. Shimakawa,58,60,130000.0,1000.0,59.0,65500.0,0
 E. Cocalić,71,71,1300000.0,10000.0,71.0,655000.0,3
 R. Dejmek,66,66,500000.0,2000.0,66.0,251000.0,3
 S. Eryüksel,59,68,210000.0,2000.0,63.5,106000.0,0
 G. Lanaro,72,72,1500000.0,6000.0,72.0,753000.0,3
 J. Mrozik,56,61,120000.0,1000.0,58.5,60500.0,0
 R. Costa,67,72,1000000.0,7000.0,69.5,503500.0,3
 A. Rodman,61,61,210000.0,2000.0,61.0,106000.0,0
 F. Gytkjær,62,67,375000.0,1000.0,64.5,188000.0,0
 Zhang Xiaobin,59,63,0.0,0.0,61.0,0.0,0
 Víctor Ruiz,61,67,275000.0,4000.0,64.0,139500.0,0
 E. Otárola,61,64,275000.0,1000.0,62.5,138000.0,0
 E. Skaasheim,59,62,170000.0,1000.0,60.5,85500.0,0
 A. Williams,66,66,600000.0,6000.0,66.0,303000.0,3
 P. Wollscheid,76,76,4300000.0,60000.0,76.0,2180000.0,1
 Tomané,70,75,1800000.0,7000.0,72.5,903500.0,3
 L. Höler,66,73,900000.0,3000.0,69.5,451500.0,3
 B. Chardonnet,65,78,900000.0,2000.0,71.5,451000.0,3
 E. Löwen,58,70,190000.0,1000.0,64.0,95500.0,0
 M. Andreolli,77,77,5000000.0,60000.0,77.0,2530000.0,1
 A. Boyle,67,72,800000.0,9000.0,69.5,404500.0,3
 G. Di Chiara,64,69,500000.0,2000.0,66.5,251000.0,3
 S. Bateau,69,72,1100000.0,15000.0,70.5,557500.0,3
 A. Busin,64,72,650000.0,5000.0,68.0,327500.0,3
 S. McConville,62,62,275000.0,3000.0,62.0,139000.0,0
 B. Easton,67,67,550000.0,5000.0,67.0,277500.0,3
 Juan Moreno,62,71,375000.0,5000.0,66.5,190000.0,3
 J. Poscoliero,62,62,240000.0,2000.0,62.0,121000.0,0
 N. Gétaz,60,61,210000.0,2000.0,60.5,106000.0,0
 B. Janeczek,64,67,475000.0,4000.0,65.5,239500.0,3
 A. Kokoszka,67,67,550000.0,7000.0,67.0,278500.0,3
 V. Voisin,58,72,275000.0,3000.0,65.0,139000.0,3
 E. Ávila,65,74,800000.0,6000.0,69.5,403000.0,3
 L. Canotto,61,68,325000.0,1000.0,64.5,163000.0,0
 Y. Koné,60,71,275000.0,4000.0,65.5,139500.0,3
 K. Akca,57,64,160000.0,4000.0,60.5,82000.0,0
 J. Tverskov,65,73,675000.0,4000.0,69.0,339500.0,3
 B. Reyes,57,61,160000.0,1000.0,59.0,80500.0,0
 Z. Elbouzedi,62,75,475000.0,5000.0,68.5,240000.0,3
 C. Carlsson,61,61,230000.0,1000.0,61.0,115500.0,0
 M. Eppel,68,72,0.0,0.0,70.0,0.0,3
 I. Höhn,69,72,1100000.0,10000.0,70.5,555000.0,3
 E. Godoy,68,75,1100000.0,7000.0,71.5,553500.0,3
 A. Kuen,62,69,400000.0,4000.0,65.5,202000.0,3
 J. Mattheij,71,73,1700000.0,6000.0,72.0,853000.0,3
 B. King,65,70,700000.0,3000.0,67.5,351500.0,3
 E. Łupiński,57,64,160000.0,2000.0,60.5,81000.0,0
 A. Galindo,69,69,325000.0,10000.0,69.0,167500.0,3
 M. Havenaar,70,70,1300000.0,7000.0,70.0,653500.0,3
 S. Galloway,64,71,525000.0,2000.0,67.5,263500.0,3
 A. Vincent,65,73,775000.0,3000.0,69.0,389000.0,3
 M. James,67,72,0.0,0.0,69.5,0.0,3
 J. Grønner,64,71,525000.0,2000.0,67.5,263500.0,3
 T. Valls,60,65,210000.0,1000.0,62.5,105500.0,0
 A. Delgado,61,61,230000.0,2000.0,61.0,116000.0,0
 A. Sušac,66,68,600000.0,3000.0,67.0,301500.0,3
 D. Moberg-Karlsson,64,72,625000.0,2000.0,68.0,313500.0,3
 U. Garcia,64,78,850000.0,5000.0,71.0,427500.0,3
 T. Matsuura,61,61,230000.0,2000.0,61.0,116000.0,0
 J. Hanato,59,60,180000.0,2000.0,59.5,91000.0,0
 D. Wayar,63,66,0.0,0.0,64.5,0.0,0
 J. Jiménez,60,68,240000.0,500.0,64.0,120250.0,0
 Vitó Ferreira,58,68,180000.0,1000.0,63.0,90500.0,0
 N. Saint-Ruf,70,75,1500000.0,15000.0,72.5,757500.0,3
 J. Lotiès,71,71,1100000.0,15000.0,71.0,557500.0,3
 M. Jurman,69,69,875000.0,6000.0,69.0,440500.0,3
 D. Sauerland,56,70,210000.0,4000.0,63.0,107000.0,0
 Paolito Serra,74,76,3500000.0,15000.0,75.0,1757500.0,1
 A. Randrup,63,63,275000.0,2000.0,63.0,138500.0,0
 I. Abdulavov,64,73,675000.0,8000.0,68.5,341500.0,3
 E. Boldewijn,65,71,725000.0,3000.0,68.0,364000.0,3
 M. Jespersen,56,59,100000.0,2000.0,57.5,51000.0,0
 L. Sekulski,66,68,775000.0,3000.0,67.0,389000.0,3
 Kauã Reisende,66,68,775000.0,7000.0,67.0,391000.0,3
 J. Arctander Moe,62,72,400000.0,1000.0,67.0,200500.0,3
 Rochinha,63,71,500000.0,2000.0,67.0,251000.0,3
 M. Serin,63,64,400000.0,4000.0,63.5,202000.0,0
 D. Barrón,62,74,475000.0,3000.0,68.0,239000.0,3
 O. Muldoon,55,63,130000.0,2000.0,59.0,66000.0,0
 L. Williams,65,72,750000.0,4000.0,68.5,377000.0,3
 M. Cetto,67,67,220000.0,10000.0,67.0,115000.0,3
 K. Pereira,59,59,0.0,0.0,59.0,0.0,0
 H. Jafary,59,63,170000.0,2000.0,61.0,86000.0,0
 P. Hofmann,69,74,1400000.0,20000.0,71.5,710000.0,3
 J. Quiñones,63,74,525000.0,7000.0,68.5,266000.0,3
 G. Sepúlveda,64,65,400000.0,2000.0,64.5,201000.0,0
 Nélson Monte,69,75,1200000.0,5000.0,72.0,602500.0,3
 Kim Dong Min,64,72,550000.0,2000.0,68.0,276000.0,3
 P. Tschernegg,63,67,375000.0,3000.0,65.0,189000.0,3
 S. Gallegos,66,71,850000.0,2000.0,68.5,426000.0,3
 W. Bracamonte,61,73,350000.0,2000.0,67.0,176000.0,3
 C. Mbamba,62,65,350000.0,2000.0,63.5,176000.0,0
 T. Puljic,66,66,275000.0,4000.0,66.0,139500.0,3
 C. Salcedo,74,80,4000000.0,40000.0,77.0,2020000.0,1
 João Basso,60,70,240000.0,1000.0,65.0,120500.0,3
 F. Chalov,66,78,975000.0,10000.0,72.0,492500.0,3
 S. Hefti,63,81,575000.0,2000.0,72.0,288500.0,3
 M. Pennington,66,76,875000.0,15000.0,71.0,445000.0,3
 M. Méndez,58,66,170000.0,2000.0,62.0,86000.0,0
 Nuno Henrique,72,72,1600000.0,7000.0,72.0,803500.0,3
 A. Touré,67,74,875000.0,15000.0,70.5,445000.0,3
 J. Asoro,63,80,650000.0,5000.0,71.5,327500.0,3
 J. Baldwin,66,74,800000.0,3000.0,70.0,401500.0,3
 L. Haliti,60,60,180000.0,1000.0,60.0,90500.0,0
 L. Goian,62,62,130000.0,2000.0,62.0,66000.0,0
 Dorado,69,69,450000.0,7000.0,69.0,228500.0,3
 F. Franks,61,62,220000.0,3000.0,61.5,111500.0,0
 C. Trafford,60,67,0.0,0.0,63.5,0.0,0
 S. Thioub,62,73,500000.0,2000.0,67.5,251000.0,3
 L. Hawkins,56,63,140000.0,2000.0,59.5,71000.0,0
 Kim Tae Youn,63,63,250000.0,2000.0,63.0,126000.0,0
 R. Litauszki,65,67,525000.0,2000.0,66.0,263500.0,3
 E. Ansah,63,70,475000.0,3000.0,66.5,239000.0,3
 S. Taylor,70,70,950000.0,20000.0,70.0,485000.0,3
 I. Baradji,64,69,600000.0,3000.0,66.5,301500.0,3
 Fábio Santos,66,66,500000.0,3000.0,66.0,251500.0,3
 J. Hiwula,64,73,675000.0,4000.0,68.5,339500.0,3
 D. Guba,65,66,600000.0,2000.0,65.5,301000.0,3
 L. Cueto,59,73,350000.0,2000.0,66.0,176000.0,3
 J. Giraudon,66,72,725000.0,3000.0,69.0,364000.0,3
 Iago Bouzón,67,67,325000.0,7000.0,67.0,166000.0,3
 R. Alvarado,60,69,240000.0,3000.0,64.5,121500.0,0
 Z. Grich,63,72,525000.0,2000.0,67.5,263500.0,3
 J. Willis,65,74,725000.0,3000.0,69.5,364000.0,3
 N. Besler,57,64,160000.0,2000.0,60.5,81000.0,0
 U. Singh,61,74,0.0,0.0,67.5,0.0,3
 M. Araujo,67,72,0.0,0.0,69.5,0.0,3
 L. Comas,65,71,725000.0,3000.0,68.0,364000.0,3
 J. Betancur,62,63,325000.0,500.0,62.5,162750.0,0
 A. Erlingmark,58,76,250000.0,1000.0,67.0,125500.0,3
 G. Miller,63,63,250000.0,4000.0,63.0,127000.0,0
 N. Sugai,62,62,230000.0,2000.0,62.0,116000.0,0
 H. Patronen,65,65,300000.0,500.0,65.0,150250.0,3
 N. Brighenti,69,70,975000.0,3000.0,69.5,489000.0,3
 D. Agyei,64,80,900000.0,7000.0,72.0,453500.0,3
 G. Donyoh,62,70,425000.0,3000.0,66.0,214000.0,3
 M. Wachs,63,72,450000.0,2000.0,67.5,226000.0,3
 Z. Touré,70,72,1300000.0,15000.0,71.0,657500.0,3
 J. Taylor,63,75,525000.0,2000.0,69.0,263500.0,3
 J. Kotarzewski,55,62,120000.0,1000.0,58.5,60500.0,0
 B. Altıntaş,65,75,875000.0,6000.0,70.0,440500.0,3
 P. Jerez,67,67,525000.0,3000.0,67.0,264000.0,3
 W. Ponce,65,65,230000.0,2000.0,65.0,116000.0,3
 S. Maierhofer,66,66,425000.0,8000.0,66.0,216500.0,3
 L. Ruíz,67,77,1200000.0,7000.0,72.0,603500.0,3
 O. Holness,58,67,210000.0,2000.0,62.5,106000.0,0
 A. Kellett,63,68,375000.0,6000.0,65.5,190500.0,3
 C. Osmanpaşa,68,68,675000.0,10000.0,68.0,342500.0,3
 L. Schubert,58,58,130000.0,1000.0,58.0,65500.0,0
 F. Kamberi,64,73,675000.0,5000.0,68.5,340000.0,3
 J. Baffo,69,74,1200000.0,10000.0,71.5,605000.0,3
 Barbosaldinho,71,71,1300000.0,10000.0,71.0,655000.0,3
 W. Jobello,61,69,325000.0,2000.0,65.0,163500.0,3
 N. Gjorgjev,62,75,450000.0,3000.0,68.5,226500.0,3
 J. Ramírez,62,81,550000.0,500.0,71.5,275250.0,3
 K. Nagasawa,66,67,725000.0,4000.0,66.5,364500.0,3
 N. Paz,64,68,475000.0,4000.0,66.0,239500.0,3
 S. Vega,66,81,1100000.0,1000.0,73.5,550500.0,3
 B. Fisk,62,68,0.0,0.0,65.0,0.0,3
 R. Williams,64,71,600000.0,4000.0,67.5,302000.0,3
 G. Rasulo,60,73,325000.0,2000.0,66.5,163500.0,3
 M. Barreto,62,63,325000.0,2000.0,62.5,163500.0,0
 M. Godden,61,64,300000.0,3000.0,62.5,151500.0,0
 Mateus Gonçalves,64,72,625000.0,3000.0,68.0,314000.0,3
 M. Tosetti,64,67,550000.0,5000.0,65.5,277500.0,3
 B. Woodburn,63,80,650000.0,7000.0,71.5,328500.0,3
 Y. Segawa,61,68,325000.0,2000.0,64.5,163500.0,0
 H. Mahmoud,61,70,300000.0,4000.0,65.5,152000.0,3
 B. Godeau,68,71,925000.0,10000.0,69.5,467500.0,3
 G. Ortíz,69,76,1200000.0,7000.0,72.5,603500.0,3
 J. Ramos,63,68,450000.0,500.0,65.5,225250.0,3
 J. Perotti,63,66,425000.0,3000.0,64.5,214000.0,0
 N. Rütten,59,71,250000.0,4000.0,65.0,127000.0,3
 N. Antonov,64,74,600000.0,4000.0,69.0,302000.0,3
 S. Shrahilee,64,64,300000.0,9000.0,64.0,154500.0,0
 R. Manaj,67,83,1500000.0,2000.0,75.0,751000.0,1
 S. Hines,67,67,575000.0,6000.0,67.0,290500.0,3
 P. Erhardt,61,67,275000.0,4000.0,64.0,139500.0,0
 P. Hatzidiakos,65,75,675000.0,3000.0,70.0,339000.0,3
 M. Zacho,58,70,220000.0,2000.0,64.0,111000.0,0
 A. Verdugo,56,67,150000.0,2000.0,61.5,76000.0,0
 H. Drost,66,66,475000.0,3000.0,66.0,239000.0,3
 G. Conti,74,82,4300000.0,10000.0,78.0,2155000.0,1
 J. Al Dafeeri,57,60,130000.0,2000.0,58.5,66000.0,0
 E. Beytaş,57,73,230000.0,2000.0,65.0,116000.0,3
 F. Brorsson,69,76,1200000.0,4000.0,72.5,602000.0,3
 Y. Mikado,62,62,210000.0,2000.0,62.0,106000.0,0
 W. Evseev,62,64,350000.0,3000.0,63.0,176500.0,0
 I. Zuev,63,71,425000.0,8000.0,67.0,216500.0,3
 P. Cros,67,70,775000.0,5000.0,68.5,390000.0,3
 M. Vargas,60,74,375000.0,2000.0,67.0,188500.0,3
 Bruno,77,80,7000000.0,20000.0,78.5,3510000.0,1
 L. Álvarez,61,67,275000.0,3000.0,64.0,139000.0,0
 L. Gatto,67,70,925000.0,3000.0,68.5,464000.0,3
